alumni_id,graduation_year,age,events_attended,emails_received,emails_opened,newsletter_clicks,volunteer_events,previous_donations,total_donation_amount,donation_frequency,days_since_last_donation,career_level,industry,days_since_last_interaction,donated_next_12_months
11416,2018,27,3,33,15,15,5,0,0,3,487,Senior,Education,170,1
11417,2014,53,6,49,38,7,4,4,6170,5,79,Mid,Technology,485,1
11418,1997,62,3,26,17,2,4,4,311,3,285,Executive,Finance,3,1
11419,2021,69,4,12,38,14,0,4,9977,0,560,Entry,Manufacturing,335,1
11420,2018,64,6,19,0,2,4,3,5434,0,97,Mid,Manufacturing,194,1
11421,1996,60,9,9,2,3,2,1,401,2,477,Executive,Manufacturing,455,0
11422,1993,52,2,8,20,14,1,3,5554,0,916,Mid,Technology,463,0
11423,2010,63,9,15,29,12,1,3,1596,5,405,Entry,Healthcare,380,1
11424,2003,31,4,22,10,5,4,5,121,4,942,Executive,Technology,257,0
11425,2014,51,10,46,21,13,5,4,750,4,536,Entry,Manufacturing,44,1
11426,2023,39,2,34,24,6,3,1,105,0,725,Senior,Education,466,1
11427,2024,45,4,19,2,0,4,2,6934,5,567,Senior,Education,343,1
11428,2013,30,2,10,29,14,5,1,9251,4,254,Executive,Other,207,1
11429,1982,52,10,20,23,12,4,3,3238,3,959,Executive,Technology,114,1
11430,2016,36,9,44,35,3,0,0,0,5,667,Mid,Other,423,1
11431,2022,25,10,13,22,11,5,1,8267,5,486,Executive,Other,129,1
11432,2019,61,6,47,7,6,3,4,6865,0,672,Senior,Technology,159,1
11433,2005,30,0,38,3,15,4,0,0,3,193,Executive,Other,0,1
11434,2002,66,8,31,38,10,2,2,3282,3,515,Mid,Finance,496,1
11435,2023,30,8,17,30,1,5,2,2275,4,463,Senior,Technology,273,0
11436,2018,47,4,40,28,0,1,0,0,2,779,Executive,Other,486,1
11437,1994,25,8,31,35,0,5,2,8644,3,912,Entry,Other,447,1
11438,1983,38,9,13,12,9,2,0,0,4,503,Entry,Technology,159,1
11439,2008,37,5,9,40,13,2,3,4582,2,35,Entry,Manufacturing,264,1
11440,2001,36,4,26,8,13,2,0,0,5,15,Entry,Other,310,0
11441,2004,56,2,35,20,5,3,3,1497,4,998,Mid,Healthcare,322,0
11442,1992,26,10,7,2,11,3,4,2838,4,918,Entry,Manufacturing,247,1
11443,1997,26,10,34,24,4,5,4,6036,0,967,Entry,Healthcare,23,1
11444,2012,41,7,25,24,0,3,2,5066,5,888,Executive,Manufacturing,376,1
11445,1995,36,3,39,11,9,1,5,489,5,648,Entry,Manufacturing,266,0
11446,2024,39,9,10,28,2,0,5,6374,1,589,Entry,Finance,155,1
11447,2021,68,2,32,10,14,5,0,0,2,822,Executive,Other,271,1
11448,2023,23,5,36,10,10,4,3,2749,4,72,Senior,Healthcare,92,1
11449,1981,50,7,46,25,6,4,4,9295,3,319,Mid,Manufacturing,360,1
11450,2014,34,8,41,13,11,5,4,7812,3,942,Mid,Manufacturing,11,1
11451,2021,25,5,29,15,8,0,4,9791,1,244,Senior,Healthcare,237,1
11452,2013,63,4,36,9,12,4,2,7464,2,857,Executive,Finance,120,0
11453,2009,66,10,39,30,8,5,4,7777,0,739,Senior,Healthcare,451,0
11454,1992,31,1,26,30,14,5,5,8417,2,194,Mid,Finance,89,1
11455,1992,52,1,28,35,5,2,1,6286,3,757,Mid,Finance,387,0
11456,1997,62,8,43,9,2,1,2,9906,3,905,Senior,Education,74,1
11457,2011,29,1,34,25,0,4,0,0,0,88,Entry,Finance,321,0
11458,2011,24,1,36,19,2,1,1,5848,0,771,Mid,Education,30,1
11459,2014,69,2,35,8,9,5,2,7656,3,797,Senior,Other,439,1
11460,2018,67,2,27,14,1,0,2,2345,4,138,Entry,Technology,433,0
11461,2008,30,3,44,8,10,5,3,5549,4,562,Entry,Finance,194,1
11462,2008,51,6,37,6,4,4,1,6680,0,658,Executive,Healthcare,88,0
11463,2023,32,8,29,25,7,1,1,8770,5,753,Senior,Education,97,1
11464,1995,56,1,40,23,4,2,5,1698,4,396,Mid,Technology,128,1
11465,2023,58,3,28,11,15,2,1,6984,0,952,Executive,Other,452,1
11466,1989,63,8,35,19,0,5,4,6037,2,483,Mid,Technology,294,1
11467,2009,34,1,43,13,2,0,5,5256,2,386,Entry,Finance,435,1
11468,2004,57,9,50,21,11,3,4,6551,2,367,Senior,Healthcare,94,1
11469,2018,34,10,17,15,4,4,5,278,0,845,Entry,Finance,163,1
11470,1999,33,0,14,28,6,5,0,0,0,457,Entry,Manufacturing,450,0
11471,1984,58,9,27,31,4,2,5,9132,4,421,Entry,Technology,229,1
11472,1980,31,7,22,18,13,2,0,0,4,231,Senior,Manufacturing,139,1
11473,2009,30,8,36,34,9,0,5,4536,4,538,Executive,Manufacturing,316,1
11474,1982,28,6,37,31,4,2,0,0,1,343,Mid,Education,463,0
11475,2024,23,7,40,19,6,4,4,5939,0,719,Entry,Manufacturing,327,1
11476,1993,44,3,32,39,12,0,5,1783,5,137,Mid,Technology,394,1
11477,2009,60,3,20,19,14,1,3,6630,2,373,Mid,Technology,108,1
11478,1983,61,1,20,7,7,0,5,3226,2,436,Executive,Healthcare,13,0
11479,1997,60,7,22,34,13,4,0,0,1,154,Senior,Finance,474,0
11480,2016,42,10,12,12,7,4,2,2819,1,518,Mid,Healthcare,465,1
11481,2004,44,1,46,40,6,1,4,3970,2,114,Executive,Healthcare,437,1
11482,1980,50,8,20,5,12,5,3,424,0,91,Mid,Finance,391,1
11483,1994,35,3,15,15,13,0,2,2105,2,345,Entry,Technology,160,1
11484,1988,47,0,10,4,2,4,2,2470,2,593,Executive,Education,131,0
11485,1994,26,3,5,33,10,4,4,5894,5,524,Senior,Manufacturing,112,1
11486,2003,52,2,16,5,1,1,5,3794,1,583,Senior,Education,285,1
11487,1983,46,5,42,32,0,3,1,2891,1,90,Entry,Manufacturing,339,1
11488,1991,52,6,32,14,5,0,3,9875,4,699,Entry,Finance,93,1
11489,2016,41,7,49,14,12,4,5,3147,1,397,Mid,Finance,346,1
11490,2016,65,1,21,13,8,2,4,4051,5,104,Executive,Healthcare,88,1
11491,2022,38,5,5,38,2,1,1,3651,5,811,Executive,Other,309,1
11492,1985,66,5,36,4,4,3,4,7901,2,965,Executive,Other,133,1
11493,2018,23,9,12,25,8,3,4,1174,5,595,Executive,Finance,260,1
11494,2003,46,4,44,16,13,1,2,2949,4,539,Mid,Manufacturing,205,0
11495,1990,34,9,47,15,13,3,5,8628,2,278,Executive,Other,306,1
11496,1992,60,9,50,34,8,4,4,6116,0,11,Executive,Education,397,1
11497,2013,49,6,28,37,6,3,5,234,0,919,Senior,Education,33,1
11498,2004,63,2,14,22,13,0,1,7912,1,306,Senior,Education,168,0
11499,1986,27,3,43,12,3,2,2,4770,4,363,Mid,Other,344,1
11500,1983,24,9,43,32,10,4,1,5128,5,661,Entry,Education,422,1
11501,1987,56,8,14,28,1,1,1,4856,3,317,Senior,Healthcare,145,1
11502,1999,39,3,40,33,1,2,2,8159,0,537,Entry,Other,19,0
11503,2008,32,2,29,33,3,5,5,2474,5,213,Mid,Education,106,1
11504,2024,41,1,14,26,0,4,1,226,0,313,Senior,Manufacturing,135,1
11505,1989,26,4,23,14,13,2,0,0,0,454,Senior,Healthcare,25,1
11506,2022,40,3,50,8,3,3,5,4801,0,398,Mid,Healthcare,245,1
11507,2013,43,7,49,25,11,5,4,5357,1,751,Executive,Other,340,1
11508,2005,40,6,19,2,13,1,2,7548,4,221,Mid,Healthcare,154,1
11509,2020,68,5,20,35,10,1,2,3995,0,579,Entry,Finance,415,1
11510,1982,37,10,6,4,5,0,5,1410,5,261,Entry,Healthcare,41,1
11511,1985,45,1,33,19,15,3,0,0,5,495,Executive,Manufacturing,177,1
11512,1984,62,2,8,19,5,0,0,0,1,622,Mid,Other,80,1
11513,1984,25,9,33,4,6,0,0,0,4,129,Mid,Other,176,1
11514,2002,36,8,35,9,4,3,0,0,4,158,Executive,Education,192,1
11515,1988,46,8,21,15,8,4,3,1868,3,791,Mid,Finance,190,1
11516,2014,65,4,14,24,1,5,2,2097,2,290,Senior,Education,282,1
11517,1999,56,2,31,24,1,0,1,1813,0,814,Mid,Technology,245,0
11518,2021,35,1,45,29,3,2,2,9779,1,542,Senior,Finance,99,1
11519,2014,40,7,19,13,14,5,2,8734,4,88,Mid,Manufacturing,458,1
11520,1997,59,5,48,21,3,4,2,2374,3,967,Senior,Finance,488,1
11521,1996,57,9,35,27,3,3,0,0,2,331,Entry,Healthcare,488,1
11522,2003,28,10,25,29,0,1,0,0,4,629,Executive,Finance,34,0
11523,1982,51,6,45,18,3,4,3,9461,4,505,Entry,Healthcare,293,1
11524,2011,40,0,50,37,11,0,5,8793,0,129,Senior,Education,293,1
11525,2014,46,0,49,19,4,2,2,3614,2,206,Executive,Finance,41,1
11526,2017,37,9,30,34,8,5,4,2149,2,359,Entry,Finance,169,1
11527,1992,68,1,42,21,2,3,5,3301,1,58,Entry,Manufacturing,432,1
11528,2004,61,9,40,14,14,1,3,8579,3,95,Senior,Technology,494,1
11529,1988,29,2,21,10,2,5,0,0,5,830,Mid,Finance,56,1
11530,1983,39,0,7,33,13,2,2,9794,1,245,Mid,Education,355,1
11531,1993,49,4,18,23,4,1,0,0,3,458,Senior,Healthcare,53,0
11532,2016,37,2,17,5,9,3,5,2696,1,144,Entry,Education,393,1
11533,2013,40,0,45,16,5,5,1,4151,3,309,Mid,Other,187,1
11534,1990,63,7,31,27,2,4,0,0,5,636,Mid,Other,295,0
11535,2020,38,10,5,30,0,0,0,0,0,916,Entry,Manufacturing,384,0
11536,1982,66,5,21,35,9,3,3,5845,3,533,Senior,Other,375,1
11537,2007,34,8,38,8,7,2,1,5758,5,380,Senior,Finance,85,1
11538,2008,28,2,18,9,11,4,5,3655,1,352,Mid,Technology,63,1
11539,1988,48,8,21,20,0,5,4,6359,2,883,Senior,Technology,80,1
11540,1982,31,8,7,33,1,1,4,8505,4,950,Entry,Finance,267,1
11541,2004,55,0,38,30,2,4,4,2280,5,284,Senior,Technology,491,1
11542,2013,57,2,44,28,5,4,2,2622,5,718,Executive,Education,184,1
11543,1991,46,5,29,10,3,2,4,9079,5,916,Senior,Healthcare,460,1
11544,2021,27,7,6,32,3,0,2,4342,3,501,Senior,Finance,344,1
11545,1988,45,3,38,0,14,4,5,2489,3,257,Senior,Other,25,1
11546,1994,39,4,30,20,8,4,5,1922,2,809,Executive,Healthcare,237,1
11547,2019,44,8,35,22,5,0,0,0,0,51,Entry,Technology,295,1
11548,2004,27,5,13,8,11,0,4,8115,1,549,Senior,Manufacturing,365,1
11549,1984,50,6,34,0,1,1,3,8049,0,898,Mid,Healthcare,486,1
11550,1990,46,6,24,20,6,5,5,4029,3,664,Senior,Manufacturing,368,1
11551,2013,38,3,25,21,14,1,1,3063,3,844,Executive,Education,298,0
11552,2003,67,3,33,3,12,0,1,8352,5,215,Executive,Manufacturing,224,1
11553,1994,45,3,29,0,2,3,5,9675,5,445,Mid,Healthcare,327,1
11554,2017,32,10,42,9,8,0,0,0,0,222,Executive,Healthcare,396,1
11555,1987,47,4,48,14,5,1,1,1737,1,654,Executive,Finance,89,0
11556,1984,55,4,29,35,15,2,1,4220,3,965,Executive,Other,439,1
11557,2005,49,7,13,28,7,2,0,0,3,104,Entry,Manufacturing,16,0
11558,1997,24,8,43,4,12,5,0,0,0,521,Executive,Education,87,1
11559,1985,32,1,48,28,15,4,0,0,4,968,Senior,Finance,23,1
11560,2016,59,10,30,26,12,2,3,2454,5,753,Mid,Finance,331,1
11561,1992,35,6,41,24,0,1,0,0,2,1000,Senior,Education,222,1
11562,2007,47,0,20,15,1,2,0,0,3,887,Senior,Finance,57,1
11563,1984,69,0,41,15,5,3,0,0,1,382,Mid,Education,463,1
11564,1992,42,3,16,35,2,0,5,8150,4,113,Entry,Technology,489,0
11565,1996,60,9,28,24,0,0,4,6292,0,744,Entry,Finance,188,1
11566,2019,51,6,30,40,5,1,5,9398,0,68,Executive,Healthcare,463,1
11567,2024,29,1,24,0,4,4,4,8696,1,364,Entry,Technology,221,1
11568,2011,41,10,13,4,12,0,3,9595,5,43,Entry,Finance,411,1
11569,2008,69,1,27,40,8,2,3,9959,5,680,Executive,Education,450,1
11570,1982,53,0,43,19,5,3,1,3733,4,210,Entry,Technology,352,1
11571,2019,43,9,33,4,4,4,5,8892,1,275,Entry,Other,50,1
11572,2013,28,1,35,35,0,4,4,5113,3,992,Executive,Technology,87,1
11573,2019,30,6,23,28,14,4,3,3005,4,106,Senior,Healthcare,221,1
11574,2006,66,8,24,33,0,0,3,4790,2,932,Senior,Finance,487,1
11575,1992,22,5,27,17,10,5,5,10,2,478,Mid,Finance,495,1
11576,2024,50,9,47,1,0,4,1,5221,1,678,Entry,Education,347,1
11577,2012,29,1,31,15,6,1,0,0,2,204,Executive,Technology,366,0
11578,1985,25,9,34,28,5,2,2,9164,1,118,Executive,Healthcare,166,1
11579,2003,56,9,25,32,13,5,1,7334,3,485,Entry,Education,193,1
11580,1998,24,8,48,15,15,3,2,5164,5,108,Entry,Other,460,1
11581,1995,66,6,39,34,4,2,1,9033,3,453,Executive,Education,100,1
11582,2019,61,10,11,16,15,1,1,6860,1,238,Executive,Healthcare,201,1
11583,2007,28,0,26,3,3,1,0,0,3,7,Executive,Finance,423,0
11584,2012,48,8,14,3,10,5,3,284,2,511,Mid,Healthcare,12,1
11585,2020,22,1,27,24,13,2,4,6543,3,42,Senior,Finance,146,1
11586,1992,48,3,19,32,12,0,1,5570,2,393,Executive,Manufacturing,261,1
11587,2022,37,8,34,13,12,1,0,0,5,808,Senior,Technology,145,1
11588,2024,59,3,38,23,10,4,2,7611,5,131,Entry,Healthcare,487,1
11589,2004,28,2,17,10,7,3,5,2435,2,717,Senior,Other,8,1
11590,2021,65,0,8,24,10,3,5,7523,0,899,Senior,Other,80,1
11591,2015,44,6,22,27,7,1,3,1029,3,791,Senior,Education,67,1
11592,2006,62,5,27,6,4,4,5,6584,3,750,Entry,Finance,309,1
11593,2017,32,9,37,35,14,2,1,8091,1,788,Senior,Technology,125,1
11594,1986,63,3,38,9,3,3,2,4451,1,393,Senior,Other,49,0
11595,1984,54,5,38,35,14,4,1,2966,4,557,Mid,Technology,69,1
11596,2022,57,5,40,30,1,4,5,7755,2,984,Entry,Healthcare,138,1
11597,2024,58,3,39,18,6,0,4,553,5,197,Senior,Education,438,1
11598,2010,62,5,21,17,4,1,5,267,5,463,Entry,Other,373,1
11599,2002,38,9,32,5,2,4,4,7135,0,120,Executive,Healthcare,169,1
11600,2021,56,10,18,27,8,2,5,1240,2,299,Senior,Education,89,1
11601,1989,69,7,38,6,8,3,3,4159,3,219,Entry,Manufacturing,138,1
11602,2011,26,2,15,37,10,0,2,2489,4,867,Senior,Healthcare,71,1
11603,2022,69,3,17,11,14,2,4,7858,2,800,Senior,Finance,244,1
11604,2009,53,9,37,40,10,3,0,0,4,93,Executive,Healthcare,66,1
11605,2018,24,0,6,33,9,1,3,8661,2,291,Mid,Healthcare,129,1
11606,2010,68,3,38,24,13,2,1,3287,3,152,Entry,Other,209,0
11607,1997,56,10,33,16,15,3,5,2019,3,524,Senior,Manufacturing,193,1
11608,2015,35,9,41,32,10,0,2,9781,2,934,Executive,Other,25,1
11609,1981,69,9,8,22,15,3,2,5313,5,718,Executive,Manufacturing,331,1
11610,1993,52,8,16,8,7,4,5,4317,5,766,Mid,Other,292,1
11611,1992,52,7,30,5,0,0,0,0,0,421,Mid,Healthcare,217,1
11612,2008,38,10,32,1,11,2,4,9611,3,157,Executive,Education,35,1
11613,1991,45,3,7,37,2,5,5,9072,1,269,Executive,Manufacturing,15,1
11614,2018,44,6,24,8,1,1,2,838,0,817,Entry,Manufacturing,77,1
11615,1981,39,9,14,2,15,0,0,0,2,579,Entry,Education,321,1
11616,2011,35,2,22,15,3,0,0,0,0,256,Executive,Technology,20,0
11617,1992,36,8,31,24,1,0,1,4827,1,700,Executive,Manufacturing,134,1
11618,2006,36,9,35,23,11,3,0,0,3,514,Mid,Manufacturing,244,1
11619,2020,27,3,31,28,10,4,3,3503,3,236,Entry,Education,394,1
11620,1996,48,1,46,39,7,5,2,7824,5,945,Executive,Education,183,1
11621,2019,36,9,5,25,0,1,3,2075,3,444,Entry,Healthcare,171,1
11622,2010,57,4,10,37,3,1,0,0,5,931,Entry,Healthcare,53,1
11623,2013,29,1,15,34,4,4,0,0,1,643,Executive,Technology,92,1
11624,2003,36,9,38,22,13,3,3,8575,0,170,Executive,Technology,440,1
11625,2024,24,5,43,3,9,3,1,2808,2,269,Senior,Technology,313,0
11626,2014,68,10,24,13,3,4,0,0,2,600,Entry,Finance,292,1
11627,1985,34,9,25,38,7,4,3,9288,0,614,Entry,Education,375,1
11628,1998,62,0,25,6,1,2,3,6521,3,636,Mid,Manufacturing,175,0
11629,2009,55,5,22,7,8,3,2,6355,5,66,Mid,Education,189,1
11630,1986,45,3,25,18,1,0,1,3719,2,774,Mid,Education,245,0
11631,1989,61,2,23,1,1,1,4,4771,3,7,Entry,Technology,294,1
11632,2020,53,1,8,0,12,3,3,2696,4,555,Executive,Education,475,1
11633,2011,53,6,17,37,1,4,2,5796,4,447,Executive,Finance,191,1
11634,2013,51,8,22,12,11,0,4,808,2,134,Executive,Other,103,0
11635,2007,34,2,33,23,15,2,2,3293,0,759,Entry,Manufacturing,67,0
11636,1994,22,5,29,31,9,5,2,9497,0,815,Executive,Other,323,1
11637,2009,55,8,17,29,7,2,5,3459,0,829,Mid,Technology,154,1
11638,2016,36,1,31,5,2,0,1,2419,3,24,Executive,Healthcare,453,1
11639,2008,65,6,23,37,9,0,0,0,4,464,Executive,Other,225,1
11640,2001,35,4,5,32,10,4,1,7571,3,985,Mid,Manufacturing,232,1
11641,1983,50,4,42,22,13,5,4,6363,1,373,Senior,Other,103,1
11642,1999,55,10,23,9,9,4,5,9388,1,195,Senior,Healthcare,465,1
11643,2011,39,6,5,14,14,1,1,4567,2,703,Senior,Healthcare,315,1
11644,2015,28,8,44,22,13,5,0,0,1,880,Entry,Education,427,1
11645,1983,50,3,21,35,7,5,1,6751,0,401,Entry,Manufacturing,239,1
11646,2006,52,8,25,0,6,1,1,9717,2,121,Mid,Finance,413,1
11647,1996,46,10,26,7,9,2,1,6237,4,771,Senior,Education,480,1
11648,1991,59,9,19,2,3,0,3,9791,5,912,Entry,Healthcare,441,1
11649,2001,35,8,43,13,6,2,3,9236,4,558,Executive,Other,211,1
11650,1996,29,3,43,16,10,4,1,5319,1,885,Senior,Manufacturing,125,1
11651,1989,48,2,36,33,7,3,0,0,1,208,Senior,Education,122,1
11652,1980,23,1,8,5,5,4,0,0,4,300,Entry,Manufacturing,35,1
11653,2001,38,8,48,4,5,3,0,0,1,600,Senior,Other,237,0
11654,2005,58,1,49,40,2,0,0,0,1,953,Mid,Technology,241,1
11655,1997,35,5,36,39,4,0,5,8803,3,514,Mid,Finance,132,1
11656,1993,46,4,8,28,9,5,5,6992,5,907,Entry,Finance,379,1
11657,2008,51,4,5,34,1,0,2,3316,5,986,Senior,Finance,226,0
11658,1991,50,3,37,17,11,1,1,1598,4,656,Mid,Healthcare,402,0
11659,2015,41,5,11,39,4,1,1,4949,4,885,Senior,Healthcare,395,1
11660,2014,42,4,13,29,4,3,2,6572,1,533,Mid,Finance,89,1
11661,1991,43,10,5,14,6,2,0,0,0,38,Mid,Manufacturing,254,1
11662,1986,56,3,20,14,15,5,4,4166,3,806,Senior,Technology,443,1
11663,2008,58,8,22,15,3,2,4,645,0,618,Entry,Healthcare,82,1
11664,1990,37,5,10,32,13,3,2,5884,1,611,Entry,Other,499,1
11665,2012,64,10,6,9,10,1,4,6668,4,783,Entry,Education,138,1
11666,1985,38,9,13,18,5,4,3,89,0,740,Senior,Education,308,0
11667,1994,37,9,8,36,8,5,1,9015,5,946,Senior,Healthcare,19,1
11668,2011,23,9,49,2,3,3,4,550,2,885,Senior,Finance,328,1
11669,1990,25,2,27,35,10,2,5,8251,0,796,Entry,Manufacturing,83,1
11670,2002,42,9,47,3,13,3,5,5224,4,205,Senior,Technology,26,1
11671,2005,60,5,49,10,5,3,3,5581,5,582,Entry,Education,57,1
11672,2013,55,0,47,40,12,0,1,4178,1,680,Mid,Healthcare,378,1
11673,2013,51,4,12,32,11,1,3,9435,0,696,Entry,Manufacturing,388,1
11674,2008,27,9,43,27,8,5,1,3479,1,411,Entry,Finance,329,0
11675,1983,38,5,29,31,9,0,1,9137,3,332,Executive,Technology,392,1
11676,1996,60,10,20,15,11,1,4,9832,2,207,Executive,Technology,216,1
11677,2014,46,7,39,8,15,3,5,6091,4,404,Entry,Education,332,1
11678,1992,26,10,21,10,0,1,2,2633,4,387,Executive,Education,380,1
11679,2020,26,8,22,5,7,2,4,6790,1,486,Senior,Other,124,1
11680,2018,41,10,31,26,0,5,0,0,2,381,Executive,Healthcare,287,1
11681,1994,37,2,19,11,15,0,3,889,5,866,Executive,Technology,199,1
11682,2008,62,1,21,21,3,5,0,0,4,883,Executive,Finance,437,0
11683,2008,58,3,47,39,2,3,1,8704,0,270,Entry,Finance,428,1
11684,1990,61,7,9,36,3,2,4,7246,4,436,Mid,Healthcare,282,1
11685,2011,30,10,20,20,13,1,0,0,0,857,Mid,Technology,213,1
11686,1981,26,7,19,32,6,1,0,0,4,429,Mid,Education,155,1
11687,1993,63,2,46,16,12,2,5,2230,0,646,Mid,Other,17,1
11688,1999,23,3,50,28,13,1,0,0,3,657,Mid,Finance,342,1
11689,2001,30,2,38,39,8,0,5,7375,1,344,Mid,Manufacturing,104,1
11690,1990,64,9,23,9,8,4,5,6197,5,996,Entry,Healthcare,158,0
11691,2006,57,1,12,17,9,1,1,2283,5,148,Senior,Finance,40,1
11692,1982,43,3,14,12,0,3,5,4984,3,627,Senior,Manufacturing,289,1
11693,1996,43,5,9,26,14,1,1,611,5,391,Mid,Manufacturing,6,1
11694,2023,43,10,30,9,9,5,5,8629,0,186,Executive,Finance,4,1
11695,2007,55,10,26,31,0,3,5,9651,5,19,Executive,Healthcare,20,1
11696,2008,50,4,48,40,8,1,1,6837,1,337,Entry,Manufacturing,133,1
11697,2000,59,2,27,2,3,1,0,0,2,372,Mid,Manufacturing,428,0
11698,1995,67,1,17,21,11,3,3,7275,0,978,Mid,Technology,119,1
11699,2016,54,8,13,26,12,0,4,8715,5,755,Executive,Other,241,1
11700,1999,39,0,24,2,13,4,4,3577,4,66,Mid,Other,418,1
11701,1985,28,8,32,32,2,4,1,6486,4,438,Mid,Other,105,1
11702,1998,22,0,48,1,12,0,0,0,2,61,Executive,Technology,342,1
11703,1984,54,6,41,10,8,1,3,1023,3,485,Senior,Other,130,1
11704,1982,22,5,28,9,4,4,2,9771,0,785,Senior,Technology,416,1
11705,1980,45,6,48,38,11,0,1,8513,4,858,Entry,Manufacturing,37,1
11706,2017,25,2,37,32,5,0,2,7235,1,974,Executive,Manufacturing,86,1
11707,1994,25,2,24,6,0,4,4,3757,2,621,Entry,Healthcare,335,1
11708,2013,39,10,34,14,15,3,4,8068,3,567,Mid,Education,472,1
11709,2014,48,0,48,25,0,2,3,8641,3,84,Executive,Technology,112,1
11710,2004,64,3,13,10,12,3,3,1284,1,405,Senior,Other,250,1
11711,2003,53,1,49,37,13,1,2,1660,5,775,Mid,Education,399,1
11712,1991,54,9,21,26,15,3,4,5353,1,394,Senior,Technology,344,1
11713,1997,49,7,40,38,6,5,3,903,5,618,Senior,Other,361,1
11714,1994,63,2,18,6,9,2,3,9369,2,523,Entry,Technology,70,1
11715,2023,62,6,23,0,14,2,4,8521,1,175,Executive,Other,263,1
11716,1995,57,6,11,9,7,0,4,8828,4,358,Executive,Healthcare,386,1
11717,2006,27,8,7,20,15,5,0,0,3,830,Executive,Healthcare,68,1
11718,1987,37,5,37,14,10,1,5,412,5,538,Entry,Finance,383,1
11719,2004,55,0,48,29,7,0,3,6639,1,290,Senior,Technology,254,1
11720,1996,44,7,36,29,13,3,2,3833,0,129,Entry,Technology,274,1
11721,2008,63,0,15,7,12,3,1,2415,1,738,Executive,Technology,390,0
11722,1987,45,2,46,23,6,4,1,2586,5,478,Mid,Healthcare,497,1
11723,1994,34,10,6,18,12,0,4,5571,3,647,Executive,Other,85,1
11724,2006,39,4,30,2,10,5,5,9756,4,531,Executive,Technology,217,1
11725,1986,34,7,8,14,8,0,2,8672,1,263,Senior,Finance,49,1
11726,1982,58,8,21,35,0,0,0,0,4,958,Executive,Manufacturing,472,1
11727,2008,64,6,21,5,1,0,3,6280,0,835,Executive,Finance,133,1
11728,2023,60,8,32,17,12,2,0,0,5,670,Senior,Other,388,1
11729,2003,63,10,34,37,2,4,2,2519,3,502,Executive,Manufacturing,229,1
11730,1982,38,2,44,18,12,1,0,0,2,159,Executive,Healthcare,60,1
11731,1999,36,4,27,29,11,1,4,8846,3,908,Senior,Other,251,1
11732,1994,39,9,50,12,12,1,1,180,5,853,Mid,Education,229,1
11733,2004,44,7,28,38,4,2,4,4125,2,537,Senior,Other,469,1
11734,2009,51,0,33,11,3,4,3,3019,2,80,Executive,Healthcare,350,1
11735,1993,55,7,8,33,3,5,4,764,3,412,Entry,Education,57,1
11736,1986,25,6,42,11,14,4,2,4135,5,474,Mid,Manufacturing,405,1
11737,1996,24,0,33,23,7,2,2,5038,2,887,Senior,Education,184,0
11738,2023,28,9,23,3,7,5,3,6799,5,981,Mid,Manufacturing,202,1
11739,1999,39,9,31,35,10,0,3,3390,4,17,Mid,Other,31,1
11740,2015,63,5,33,13,6,3,1,9974,0,68,Entry,Education,144,1
11741,1988,28,0,40,16,0,0,0,0,1,907,Entry,Manufacturing,441,1
11742,2017,61,1,39,2,9,1,1,2456,5,129,Entry,Other,168,1
11743,2001,27,4,10,37,14,0,4,5681,5,937,Executive,Education,21,1
11744,1981,43,1,27,22,3,2,0,0,2,646,Senior,Manufacturing,335,1
11745,2003,22,9,43,12,0,1,3,6997,5,814,Executive,Finance,297,1
11746,1987,25,0,50,8,15,3,2,9374,5,890,Senior,Technology,78,1
11747,1990,67,5,48,20,10,5,4,4132,2,729,Executive,Finance,135,1
11748,1992,64,7,12,40,13,5,1,2453,3,309,Executive,Healthcare,301,1
11749,1996,50,7,6,7,4,1,5,538,5,486,Entry,Education,175,1
11750,1987,42,7,17,16,2,0,5,2303,4,14,Executive,Other,370,1
11751,2000,47,10,44,15,2,4,3,6421,1,495,Entry,Manufacturing,386,0
11752,1997,35,5,25,15,3,4,0,0,5,185,Senior,Finance,76,1
11753,2009,30,10,35,27,1,5,5,9232,2,416,Entry,Finance,29,1
11754,1997,68,2,40,15,6,4,0,0,4,706,Mid,Other,283,1
11755,2010,33,0,42,13,11,1,2,2172,1,702,Mid,Manufacturing,328,1
11756,2017,63,1,31,37,12,4,3,1335,3,745,Executive,Education,459,1
11757,2011,27,4,40,19,3,2,3,2259,5,431,Mid,Other,152,1
11758,1990,41,9,27,40,4,5,4,6615,2,65,Senior,Healthcare,420,1
11759,2024,45,4,25,33,11,3,4,5534,3,80,Executive,Healthcare,212,1
11760,2004,48,9,17,28,13,4,0,0,5,960,Entry,Other,178,1
11761,2012,59,0,41,2,15,2,5,810,3,35,Executive,Healthcare,294,0
11762,2017,29,0,30,9,1,2,5,4984,2,746,Executive,Manufacturing,486,1
11763,2020,22,8,44,19,5,1,1,7348,4,16,Mid,Finance,82,1
11764,1987,45,1,11,1,8,5,0,0,4,513,Executive,Other,199,1
11765,1990,68,6,50,26,15,1,5,3713,3,32,Senior,Healthcare,485,1
11766,2001,28,9,43,31,7,3,4,3704,3,348,Executive,Finance,322,1
11767,2003,40,3,26,9,7,3,4,1210,5,379,Entry,Other,469,1
11768,2020,43,6,43,39,1,0,4,3745,0,507,Entry,Healthcare,128,1
